git_url,Developers,Commits #,Closed Issues,Releases,Open Issues,Duration,Stars,Forks,Watchers,Language,Latest commit
git://github.com/Element-34/php-webdriver.git,14,0,0,0,0,0,0,0,0,0,0
git://github.com/chartit/django-chartit.git,13,0,0,0,0,0,0,0,0,0,0
git://github.com/movableink/doorman.git,14,0,0,0,0,0,0,0,0,0,0
git://github.com/nerdEd/gtfs.git,12,0,0,0,0,0,0,0,0,0,0
git://github.com/garbagemule/MobArena.git,14,0,0,0,0,0,0,0,0,0,0
git://github.com/filamentgroup/Overthrow.git,13,0,0,0,0,0,0,0,0,0,0
git://github.com/Jug-Montpellier/play-Jug.git,9,0,0,0,0,0,0,0,0,0,0
git://github.com/Jeeqs/Jeeqs.git,11,0,0,0,0,0,0,0,0,0,0
git://github.com/scieloorg/scielo-manager.git,13,0,0,0,0,0,0,0,0,0,0
git://github.com/theochem/horton.git,13,0,0,0,0,0,0,0,0,0,0
git://github.com/racke/Template-Flute.git,13,0,0,0,0,0,0,0,0,0,0
git://github.com/rmct/AutoReferee.git,12,0,0,0,0,0,0,0,0,0,0
git://github.com/manno/frab.git,9,0,0,0,0,0,0,0,0,0,0
git://github.com/OpenWebGlobe/WebViewer.git,13,0,0,0,0,0,0,0,0,0,0
git://github.com/crowdfavorite/wp-twitter-tools.git,8,0,0,0,0,0,0,0,0,0,0
git://github.com/gpc/greenmail.git,11,0,0,0,0,0,0,0,0,0,0
git://github.com/jlavallee/JMeter-Rabbit-AMQP.git,9,0,0,0,0,0,0,0,0,0,0
git://github.com/hortonworks/templeton.git,13,0,0,0,0,0,0,0,0,0,0
git://github.com/gusnan/devilspie2.git,8,0,0,0,0,0,0,0,0,0,0
git://github.com/BeSimple/BeSimpleSoapBundle.git,11,0,0,0,0,0,0,0,0,0,0
git://github.com/hdgarrood/redmine_release_notes.git,20,0,0,0,0,0,0,0,0,0,0
git://github.com/ngrunwald/ring-middleware-format.git,25,0,0,0,0,0,0,0,0,0,0
git://github.com/semver/semver.git,22,0,0,0,0,0,0,0,0,0,0
git://github.com/Luracast/Restler.git,22,0,0,0,0,0,0,0,0,0,0
git://github.com/fat/bean.git,27,0,0,0,0,0,0,0,0,0,0
git://github.com/kreynolds/cassandra-cql.git,21,0,0,0,0,0,0,0,0,0,0
git://github.com/GradleFx/GradleFx.git,29,0,0,0,0,0,0,0,0,0,0
git://github.com/firehoseio/firehose.git,19,0,0,0,0,0,0,0,0,0,0
git://github.com/django-fluent/django-fluent-contents.git,16,0,0,0,0,0,0,0,0,0,0
git://github.com/collectiveidea/json_spec.git,19,0,0,0,0,0,0,0,0,0,0
git://github.com/camptocamp/puppet-archive.git,26,0,0,0,0,0,0,0,0,0,0
git://github.com/underdoeg/ofxFenster.git,17,0,0,0,0,0,0,0,0,0,0
git://github.com/RGLab/flowWorkspace.git,20,0,0,0,0,0,0,0,0,0,0
git://github.com/kinetiknz/cubeb.git,29,0,0,0,0,0,0,0,0,0,0
git://github.com/cbd/edis.git,19,0,0,0,0,0,0,0,0,0,0
git://github.com/ndunand/moodle-mod_choicegroup.git,26,0,0,0,0,0,0,0,0,0,0
git://github.com/albertz/openlierox.git,27,0,0,0,0,0,0,0,0,0,0
git://github.com/creswick/cabal-dev.git,23,0,0,0,0,0,0,0,0,0,0
git://github.com/django/djangopeople.git,21,0,0,0,0,0,0,0,0,0,0
git://github.com/cosmocode/dokuwiki-plugin-publish.git,17,0,0,0,0,0,0,0,0,0,0
git://github.com/NaturalNode/natural.git,112,0,0,0,0,0,0,0,0,0,0
git://github.com/ncclient/ncclient.git,86,0,0,0,0,0,0,0,0,0,0
git://github.com/engineyard/ey-docs.git,32,0,0,0,0,0,0,0,0,0,0
git://github.com/inossidabile/wash_out.git,44,0,0,0,0,0,0,0,0,0,0
git://github.com/mysociety/commonlib.git,38,0,0,0,0,0,0,0,0,0,0
git://github.com/logstash/cookbook.git,46,0,0,0,0,0,0,0,0,0,0
git://github.com/travis-ci/travis-build.git,201,0,0,0,0,0,0,0,0,0,0
git://github.com/SEL-Columbia/formhub.git,49,0,0,0,0,0,0,0,0,0,0
git://github.com/statismo/statismo.git,30,0,0,0,0,0,0,0,0,0,0
git://github.com/yiisoft/yii2.git,734,0,0,0,0,0,0,0,0,0,0
git://github.com/LivelyKernel/LivelyKernel.git,49,0,0,0,0,0,0,0,0,0,0
git://github.com/liip/LiipImagineBundle.git,174,0,0,0,0,0,0,0,0,0,0
git://github.com/django-cumulus/django-cumulus.git,39,0,0,0,0,0,0,0,0,0,0
git://github.com/ps3mediaserver/ps3mediaserver.git,35,0,0,0,0,0,0,0,0,0,0
git://github.com/kennethreitz/autoenv.git,40,0,0,0,0,0,0,0,0,0,0
git://github.com/symfony-cmf/symfony-cmf-docs.git,145,0,0,0,0,0,0,0,0,0,0
git://github.com/rakshasa/rtorrent.git,39,0,0,0,0,0,0,0,0,0,0
git://github.com/sbt/sbt-assembly.git,62,0,0,0,0,0,0,0,0,0,0
git://github.com/cyclus/cyclus.git,41,0,0,0,0,0,0,0,0,0,0
