git_url,Developers,Commits #,Closed Issues,Releases,Open Issues,Duration,Stars,Forks,Watchers,Language,Latest commit year
https://github.com/Element-34/php-webdriver,14,239,12,5,33,96,127,721,21,PHP,2013
https://github.com/chartit/django-chartit,13,201,36,7,11,334,474,166,39,Python,2018
https://github.com/movableink/doorman,14,105,6,2,14,225,168,58,47,JavaScript,2016
https://github.com/nerdEd/gtfs,12,102,4,2,6,232,61,34,8,Ruby,2016
https://github.com/garbagemule/MobArena,14,875,424,16,67,444,120,133,26,Java,2019
https://github.com/filamentgroup/Overthrow,13,296,27,10,48,232,916,100,47,JavaScript,2016
https://github.com/Jug-Montpellier/play-Jug,9,90,15,2,13,77,11,9,9,JavaScript,2012
https://github.com/Jeeqs/Jeeqs,11,742,137,0,41,153,4,5,6,JavaScript,2015
https://github.com/scieloorg/scielo-manager,13,2853,436,87,60,332,15,12,13,Python,2017
https://github.com/theochem/horton,13,2097,104,13,28,436,53,36,17,Python,2019
https://github.com/racke/Template-Flute,13,1277,37,118,32,457,9,10,3,Perl,2019
https://github.com/rmct/AutoReferee,12,1051,47,24,47,272,28,17,13,Java,2017
https://github.com/manno/frab,9,670,42,0,26,67,7,131,1,Ruby,2013
https://github.com/OpenWebGlobe/WebViewer,13,939,7,0,9,242,143,73,38,JavaScript,2015
https://github.com/crowdfavorite/wp-twitter-tools,8,165,20,11,9,185,46,16,54,PHP,2015
https://github.com/gpc/greenmail,11,75,1,4,12,381,12,26,5,Groovy,2018
https://github.com/jlavallee/JMeter-Rabbit-AMQP,9,74,8,0,22,234,106,114,17,Java,2016
https://github.com/hortonworks/templeton,13,493,32,5,29,145,10,4,694,Java,2014
https://github.com/gusnan/devilspie2,8,700,11,36,15,142,71,7,6,C,2014
https://github.com/BeSimple/BeSimpleSoapBundle,11,276,60,9,32,203,65,74,13,PHP,2015
https://github.com/hdgarrood/redmine_release_notes,20,444,79,9,32,272,71,44,16,Ruby,2017
https://github.com/ngrunwald/ring-middleware-format,25,237,28,17,7,433,165,48,5,Clojure,2019
https://github.com/semver/semver,22,,,,,,,,,,
https://github.com/Luracast/Restler,22,1181,441,9,42,452,1301,305,101,JavaScript,2019
https://github.com/fat/bean,27,342,54,12,25,220,1379,125,44,JavaScript,2015
https://github.com/kreynolds/cassandra-cql,21,182,17,12,9,289,67,44,6,Ruby,2017
https://github.com/GradleFx/GradleFx,29,612,128,21,58,302,131,64,17,Groovy,2017
https://github.com/firehoseio/firehose,19,655,34,64,13,420,707,73,44,Ruby,2019
https://github.com/django-fluent/django-fluent-contents,16,883,45,40,22,412,132,35,9,Python,2019
https://github.com/collectiveidea/json_spec,19,0,0,0,0,0,0,0,0,0,0
https://github.com/camptocamp/puppet-archive,26,0,0,0,0,0,0,0,0,0,0
https://github.com/underdoeg/ofxFenster,17,0,0,0,0,0,0,0,0,0,0
https://github.com/RGLab/flowWorkspace,20,0,0,0,0,0,0,0,0,0,0
https://github.com/kinetiknz/cubeb,29,0,0,0,0,0,0,0,0,0,0
https://github.com/cbd/edis,19,0,0,0,0,0,0,0,0,0,0
https://github.com/ndunand/moodle-mod_choicegroup,26,0,0,0,0,0,0,0,0,0,0
https://github.com/albertz/openlierox,27,0,0,0,0,0,0,0,0,0,0
https://github.com/creswick/cabal-dev,23,0,0,0,0,0,0,0,0,0,0
https://github.com/django/djangopeople,21,0,0,0,0,0,0,0,0,0,0
https://github.com/cosmocode/dokuwiki-plugin-publish,17,0,0,0,0,0,0,0,0,0,0
https://github.com/NaturalNode/natural,112,0,0,0,0,0,0,0,0,0,0
https://github.com/ncclient/ncclient,86,0,0,0,0,0,0,0,0,0,0
https://github.com/engineyard/ey-docs,32,0,0,0,0,0,0,0,0,0,0
https://github.com/inossidabile/wash_out,44,0,0,0,0,0,0,0,0,0,0
https://github.com/mysociety/commonlib,38,0,0,0,0,0,0,0,0,0,0
https://github.com/logstash/cookbook,46,0,0,0,0,0,0,0,0,0,0
https://github.com/travis-ci/travis-build,201,0,0,0,0,0,0,0,0,0,0
https://github.com/SEL-Columbia/formhub,49,0,0,0,0,0,0,0,0,0,0
https://github.com/statismo/statismo,30,0,0,0,0,0,0,0,0,0,0
https://github.com/yiisoft/yii2,734,0,0,0,0,0,0,0,0,0,0
https://github.com/LivelyKernel/LivelyKernel,49,0,0,0,0,0,0,0,0,0,0
https://github.com/liip/LiipImagineBundle,174,0,0,0,0,0,0,0,0,0,0
https://github.com/django-cumulus/django-cumulus,39,0,0,0,0,0,0,0,0,0,0
https://github.com/ps3mediaserver/ps3mediaserver,35,0,0,0,0,0,0,0,0,0,0
https://github.com/kennethreitz/autoenv,40,0,0,0,0,0,0,0,0,0,0
https://github.com/symfony-cmf/symfony-cmf-docs,145,0,0,0,0,0,0,0,0,0,0
https://github.com/rakshasa/rtorrent,39,0,0,0,0,0,0,0,0,0,0
https://github.com/sbt/sbt-assembly,62,0,0,0,0,0,0,0,0,0,0
https://github.com/cyclus/cyclus,41,0,0,0,0,0,0,0,0,0,0
